N,P,K,temperature,humidity,ph,label
87,37,45,25.78811754342674,89.79300648153367,6.691977684366964,Papaya
37,68,73,25.932560346557285,87.3378689395741,6.820886075140118,Orange
64,35,136,15.020791994158838,97.76202051972729,5.413946987019083,Mothbeans
74,49,8,12.979066082610789,36.7091256564592,8.202549320101344,Chickpea
50,54,10,32.68640841850531,56.681840710551256,5.656979087890618,Pomegranate
121,129,41,38.67756486865957,45.117337390188226,8.053614689234724,Pigeonpeas
17,117,33,18.65216313456237,96.89083883260744,6.057927579609681,Kidneybeans
25,141,198,24.701634886206506,87.16817672033363,6.032257531148976,Grapes
31,140,201,16.606620254686362,84.5349987402724,5.759334897317094,Grapes
80,48,46,23.525558222057377,90.76721276300192,6.589655315090374,Coconut
87,58,37,22.257822374951203,90.41892325298821,5.914618006375116,Rice
98,86,108,19.774693526933497,83.40171135703353,6.345782047549251,Orange
84,12,32,35.5767334570466,76.87077733458553,8.127771235339335,Mungbean
93,45,47,26.87699636853887,70.94953908224633,6.9917200772540244,Jute
4,24,173,36.31271743054567,95.52336750603183,5.095183877620462,Mungbean
85,50,46,27.251111539597197,91.58868806286362,6.677463044262639,Coconut
101,79,165,26.881350970670177,55.297897092426126,6.923021212556227,Kidneybeans
76,53,48,26.839689136399052,81.0863959095476,6.704233970709559,Coconut
3,139,113,24.29450151334878,99.68983597115529,4.737886275469123,Muskmelon
26,136,195,14.47652368542815,83.60573583049225,5.811899080004281,Grapes
68,17,179,28.797775332796306,94.11060853840694,4.576464377719056,Chickpea
92,71,58,25.816785425194006,70.60352879726622,7.077881108484135,Coffee
34,34,61,33.80182042916043,99.24368262161067,5.302604069615045,Mango
70,34,139,11.324858085334938,47.342592378940935,7.031625322713737,Orange
36,140,137,34.65779907819789,84.73465369112249,8.037697102007908,Muskmelon
103,27,13,31.694484593938885,42.42675686332167,7.24962545654495,Chickpea
74,103,76,13.329942963739445,84.65881680073777,8.290752103857884,Mothbeans
44,65,87,25.677297980102352,43.96525423630991,4.807448301104654,Maize
123,106,192,14.355895386539808,76.80880451373653,7.167417684057071,Maize
38,140,124,22.15308083582699,92.48888017059977,5.785982804991528,Maize
98,35,51,29.60714063263766,94.47452787937021,6.706986192086758,Jute
78,59,51,30.79687180032029,91.6733367087971,6.407893696216714,Jute
53,56,152,30.47851663670207,39.35453442524236,7.355810530026359,Kidneybeans
52,83,26,26.89866792861444,29.596295441911195,8.167166762809341,Cotton
11,123,163,18.528222787825502,30.706269039975453,7.018230787566946,Blackgram
104,53,83,13.0824475735727,35.12316197820254,7.6320665492669315,Banana
91,56,40,33.43590088889259,84.58166294532613,6.433935999927222,Papaya
68,125,68,19.488104491879206,28.15139104528108,5.940935675201711,Mothbeans
68,36,46,28.577137454107305,92.67999553901555,7.3859676336320845,Coconut
65,50,46,30.127100917245023,72.90056703370423,5.584583498445363,Coconut
86,59,44,22.086737733366313,76.35578459371739,7.251022453105232,Rice
23,112,15,38.52318123194014,76.20324012278456,5.692208834557773,Pigeonpeas
79,53,53,29.66223832213874,71.2046503098324,6.220100931801957,Jute
16,128,197,16.86549407738941,83.13324086007745,5.868707170864795,Apple
104,128,203,33.02702885553755,53.32035455231032,7.788719547265693,Mango
15,141,77,36.092895300451325,78.43970887670322,7.090852684251686,Maize
108,91,177,11.0781602476466,51.57874830758625,8.22322918926596,Kidneybeans
17,7,32,39.237754340059894,24.17589032359773,7.228775522506442,Kidneybeans
64,104,25,18.622287893967393,49.42287902049223,4.732367808321399,Coffee
53,142,57,18.027780301839144,86.83841805937556,4.558773554619815,Coffee
101,28,6,10.57982892752803,29.949471920040818,6.154570699674541,Pigeonpeas
110,106,21,37.18197657059096,41.33401573295821,7.399425997260068,Chickpea
121,94,69,19.355915737506496,81.91931025222101,7.591685927504461,Kidneybeans
91,31,185,12.29154834974368,50.606425885650836,5.97093460322044,Blackgram
133,139,157,33.194256217560145,61.436842217006316,5.892382372673152,Pigeonpeas
15,47,121,29.393762249137914,97.93555550530857,7.888243307935598,Mango
74,12,204,16.212847545297137,32.1862228530143,8.097820850184407,Lentil
97,83,128,24.214294851938398,24.62755595577285,8.331159203952815,Lentil
118,137,60,39.73983704692662,63.55858662402103,8.351073401012824,Lentil
16,63,94,15.874992524028102,31.264235911414087,6.989654566263987,Coffee
44,87,15,39.449599715573434,62.18121447322052,8.125683855657748,Pomegranate
64,53,179,37.52457529395971,43.240360453713635,6.379953072631746,Banana
25,118,9,24.91937338506917,38.420073656841176,4.678255293794717,Muskmelon
97,36,49,25.314016472615698,93.7267799078711,7.424620405975569,Rice
37,66,90,32.825630335434866,63.748771278010096,5.2212317416911125,Mothbeans
5,97,12,16.275563962237833,23.998322292774297,7.874598656207295,Chickpea
20,132,196,22.806773825570005,83.62965695475567,6.4606269755131995,Apple
13,122,202,20.67584208619073,94.71715597687734,6.069539779567104,Apple
100,93,22,27.80682806136358,25.846524962161197,6.989373058468985,Banana
3,112,119,31.963678205288673,48.40328451615666,7.293244628910291,Mothbeans
79,12,145,35.62665719022604,81.84712333579729,5.739999748687158,Banana
98,51,54,28.476279686791344,89.2906727744652,6.497791329071884,Rice
73,40,105,21.309566257788404,64.15922416965769,7.719012487958779,Lentil
83,44,42,32.72063134402226,88.22153605674868,5.690798554626421,Jute
120,97,199,36.839283927329035,20.03542251497663,8.10553238656774,Pigeonpeas
33,133,164,25.381607434378843,58.523947222068344,7.041774582638091,Coffee
116,98,167,11.731087852476966,55.54922793932115,5.602191756877934,Cotton
17,120,97,26.92222086500553,48.68627692198985,7.126524294831505,Orange
60,47,54,21.527055244243055,82.64894769337329,5.941705565926018,Papaya
132,126,197,15.256653163174821,89.34162836048002,5.629914975908107,Lentil
138,60,183,22.82505493984335,46.10707447455898,7.858638622835161,Kidneybeans
37,126,201,24.196847697256082,93.38837341229711,5.919447993957314,Grapes
22,110,88,24.926195564383065,36.374408724582715,6.864521213034066,Kidneybeans
111,116,107,10.984288723858253,70.88339750239746,5.957416953712928,Lentil
128,115,28,34.80240304078741,23.811300594920528,7.406996896672787,Muskmelon
3,71,38,36.27649250551171,63.12756421888069,5.629889705480014,Pomegranate
14,140,203,10.000174521330493,86.24848742723438,6.022510181085589,Grapes
56,142,172,16.78375993749016,44.33589757090247,5.71577004902011,Pigeonpeas
127,90,51,15.733561284880079,44.806763067420405,7.426898946256852,Chickpea
86,62,54,36.881223989716574,85.44213993109544,5.511254424356802,Kidneybeans
73,59,50,33.52910295123725,90.16733799236849,7.469716805524952,Coconut
53,20,63,22.4340914661803,80.30637604553749,4.582685475567618,Coffee
8,143,14,24.456024378238496,48.93682038876645,8.29683450748205,Maize
122,105,106,33.42195559602703,76.67917579942379,5.1883569171810375,Muskmelon
126,92,198,30.916281457289102,77.14613085879981,6.346864575252477,Orange
82,41,51,20.462868564621086,71.29738248796028,5.784340893407791,Rice
5,88,56,14.719788400054847,29.50995129416576,7.558876565905116,Mothbeans
24,132,201,18.239646572201558,84.67976030489628,5.982500420235361,Apple
31,100,132,37.19716632016488,21.28494919848049,7.628685052364984,Kidneybeans
77,62,37,39.10771329178171,55.01290625185628,5.4398936199838115,Chickpea
65,59,35,34.50552912884219,71.29171804144903,6.5095911966090565,Coconut
15,127,197,24.2870067503177,83.40091073494945,6.379341020176528,Apple
94,6,124,34.49232354895092,60.121236918378706,4.7835663035651415,Cotton
118,118,20,39.45717094229617,70.23947060832785,5.490040292561648,Watermelon
123,117,16,18.628981871310344,44.5421279617713,5.911834013809426,Blackgram
133,101,9,31.98097151770841,52.36219084590957,4.773412801239834,Orange
78,56,39,21.08166639394153,75.13503521195074,6.262882082826623,Rice
72,54,41,29.4842323045646,74.97480347398592,6.33666772820456,Rice
